# Metadata file CSV - AWS (Automatic Weather Station)
# Dibuat oleh: Firly Hafiz Syahreza
# Tanggal pembuatan: 7 Januari 2025
# Deskripsi: File ini berisi data pengukuran parameter cuaca dari Automatic Weather Station (AWS) di lokasi pengamatan.
# Sumber data: Logsheet Excel yang telah dikonversi ke format CSV.
# Lokasi: Pulau Pramuka, Kepulauan Seribu
# Periode pengamatan: 14 Juli 2024 - 22 Juli 2024
# Format waktu: Waktu lokal (WIB)
# Penjelasan kolom:
# - Tahun: Tahun pengamatan.
# - Bulan: Bulan pengamatan.
# - Tanggal: Tanggal pengamatan.
# - Waktu: Waktu pengamatan (format HH:MM:SS).
# - Keceptan Angin (m/s): Kecepatan angin dalam m/s.
# - Arah angin (°): Arah angin dalam derajat.
# - Temperatur (°C) In: Suhu udara dalam derajat Celsius.
# - Temperatur (°C) Out: Suhu udara dalam derajat Celsius.
# - Kelembapan (%) In: Kelembapan udara dalam persen.
# - Kelembapan (%) Out: Kelembapan udara dalam persen.
# - Curah Hujan: Curah hujan dalam mm.
# - Tekanan (hpa): Tekanan udara dalam hPa (hektopascal).
Tahun,Bulan,Tanggal,Waktu,Kecepatan Angin (m/s),Arah angin (⁰),Temperatur(℃) In,Temperatur(℃) Out,Kelembapan (%) In,Kelembapan (%) Out,Curah Hujan,Tekanan (hpa)
2024,7,17,17.00.00,1.55,48.0,33,30,65,75,0.0,757.4
2024,7,17,17.15.00,1.1,58.5,32,29,65,76,0.0,757.3
2024,7,17,17.30.00,0.65,66.0,32,29,66,78,0.0,757.4
2024,7,17,17.45.00,1.6,54.0,31,29,67,79,0.0,757.5
2024,7,17,18.00.00,1.3,61.5,31,29,68,80,0.0,757.7
2024,7,17,18.15.00,0.4,113.0,30,29,69,80,0.0,757.8
2024,7,17,18.30.00,0.4,75.0,30,29,69,79,0.0,757.9
2024,7,17,18.45.00,0.4,62.0,30,29,70,79,0.0,758.0
2024,7,17,19.00.00,0.4,53.5,30,29,70.5,79,0.0,758.3
2024,7,17,19.15.00,0.9,54.0,30,29,71,79,0.0,758.4
2024,7,17,19.30.00,0.9,54.0,30,29,71,79,0.0,758.5
2024,7,17,19.45.00,0.9,62.0,29,29,71,78,0.0,758.7
2024,7,17,20.00.00,0.9,51.0,29,29,72,78,0.0,758.9
2024,7,17,20.15.00,1.1,60.0,29,29,72,77,0.0,759.1
2024,7,17,20.30.00,1.55,55.0,29,29,72,77,0.0,759.1
2024,7,17,20.45.00,1.3,48.5,29,29,72,77,0.0,759.25
2024,7,17,21.00.00,2.2,39.5,29,28,74,85,0.0,759.4
2024,7,17,21.15.00,1.55,35.0,28,29,74,84,0.0,759.4
2024,7,17,21.30.00,1.3,37.5,28,29,75,84,0.0,759.5
2024,7,17,21.45.00,0.9,34.5,28,29,76,84,0.0,759.5
2024,7,17,22.00.00,1.1,54.5,29,29,74,77,0.0,759.5
2024,7,17,22.15.00,0.65,65.0,29,29,74,77.5,0.0,759.55
2024,7,17,22.30.00,0.65,66.0,29,29,74,77,0.0,759.5
2024,7,17,22.45.00,0.9,55.5,29,29,74,78,0.0,759.6
2024,7,17,23.00.00,0.9,74.5,29,29,74,77,0.0,759.6
2024,7,17,23.15.00,0.65,86.5,29,29,74,77,0.0,759.6
2024,7,17,23.30.00,1.1,95.0,29,29,74,77,0.0,759.6
2024,7,17,23.45.00,1.55,70.5,29,29,74,77,0.0,759.5
2024,7,18,00.00.00,0.2,117.0,29,29,74,77,0.0,759.6
2024,7,18,00.15.00,1.3,103.5,29,29,74,79,0.0,759.5
2024,7,18,00.30.00,2.7,126.0,27.5,27.5,75,79,0.0,759.3
2024,7,18,00.45.00,2.7,101.0,29,29,75,80,0.0,759.3
2024,7,18,01.00.00,3.4,131.0,29,29,75,80.5,0.0,759.2
2024,7,18,01.15.00,4,114.0,29,28,75,80,0.0,759.2
2024,7,18,01.30.00,3.8,121.0,29,28,75,80,0.0,759.1
2024,7,18,01.45.00,2.9,124.0,29,28,75,81,0.0,759.0
2024,7,18,02.00.00,4,119.5,29,28,75,81,0.0,758.9
2024,7,18,02.15.00,3.1,147.0,29,28,75,83,0.0,758.9
2024,7,18,02.30.00,3.8,116.5,28,28,75,82,0.0,758.9
2024,7,18,02.45.00,2,132.0,28,28,75,82,0.0,758.9
2024,7,18,03.00.00,2.7,131.5,28,28,75,82,0.0,758.8
2024,7,18,03.15.00,3.6,102.5,28,28,74,81.5,0.0,758.7
2024,7,18,03.30.00,2.45,124.5,28,28,74,82,0.0,758.8
2024,7,18,03.45.00,3.6,122.5,28,28,75,82,0.0,758.8
2024,7,18,04.00.00,1.75,105.5,28,28,74,82,0.0,758.8
2024,7,18,04.15.00,2.9,103.0,28,28,74,82,0.0,758.9
2024,7,18,04.30.00,1.75,103.0,28,28,74,83,0.0,759.1
2024,7,18,04.45.00,3.8,105.5,28,28,75,83,0.0,759.0
2024,7,18,05.00.00,4.05,109.0,28,28,74,82,0.0,759.0
2024,7,18,05.15.00,3.8,110.5,28,28,75,83,0.0,759.1
2024,7,18,05.30.00,2.25,126.0,28,28,75,82,0.0,759.1
2024,7,18,05.45.00,3.15,110.0,28,28,75,82,0.0,759.3
2024,7,18,06.00.00,4.5,106.0,28,28,76,82,0.0,759.3
2024,7,18,06.15.00,4.25,127.5,28,28,75.5,83,0.0,759.375
2024,7,18,06.30.00,2.7,120.5,28,28,75,83,0.0,759.6
2024,7,18,06.45.00,3.35,120.5,28,28,75,82,0.0,759.8
2024,7,18,07.00.00,2.2,150.0,29,28,75,81,0.0,760.05
2024,7,18,07.15.00,3.1,122.0,29,28,75,80,0.0,760.3
2024,7,18,07.30.00,3.8,103.0,29,28,75,79,0.0,760.4
2024,7,18,07.45.00,1.8,109.0,29,28,74.5,80,0.0,760.6
2024,7,18,08.00.00,2,112.0,30,29,74,77,0.0,760.6500000000001
2024,7,18,08.15.00,3.15,126.5,30,29,74,77,0.0,760.6500000000001
2024,7,18,08.30.00,2.2,79.0,30,29,74,76.5,0.0,760.6500000000001
2024,7,18,08.45.00,1.55,116.0,30.5,29,73,75.5,0.0,755.6
2024,7,18,09.00.00,2.2,100.5,31,29,72,74,0.0,760.5
2024,7,18,09.15.00,3.8,105.5,32,29,71,74,0.0,760.55
2024,7,18,09.30.00,2.65,114.0,32,29,71,73,0.0,760.7
2024,7,18,09.45.00,2,110.0,32,29,71,75,0.0,760.7
2024,7,18,10.00.00,0.9,75.0,31,29,71,74,0.0,760.7
2024,7,18,10.15.00,2.7,131.0,31,30,71,70,0.0,760.6
2024,7,18,10.30.00,4.25,118.5,31,30,71,70,0.0,760.6
2024,7,18,10.45.00,2,95.5,31,30,71,71.5,0.0,760.25
2024,7,18,11.00.00,2.65,112.5,31,30,71,71,0.0,760.1
2024,7,18,11.15.00,2,127.5,31,30,71,71,0.0,760.0
2024,7,18,11.30.00,0.9,47.0,32,30,71,70,0.0,760.0
2024,7,18,11.45.00,0.9,69.0,32,30,71,70,0.0,760.05
2024,7,18,12.00.00,0.7,174.5,32,31,71,70,0.0,759.935
2024,7,18,12.15.00,0.65,116.0,32,31,71,69,0.0,759.6
2024,7,18,12.30.00,1.1,48.5,32,31,71,70,0.0,759.4
2024,7,18,12.45.00,1.1,51.5,32,30,71,71,0.0,759.3
2024,7,18,13.00.00,0.6,63.5,32,31,71,70.5,0.0,757.6
2024,7,18,13.15.00,1.8,56.0,32,31,71,70,0.0,759.0
2024,7,18,13.30.00,1.35,57.5,33,31,70,68.5,0.0,758.7
2024,7,18,13.45.00,0.9,61.0,33,31,70,70.5,0.0,758.3
2024,7,18,14.00.00,0.85,92.5,33,30,70,72,0.0,758.3
2024,7,18,14.15.00,1.8,63.5,33,30,70,72,0.0,758.2
2024,7,18,14.30.00,1.1,57.5,33,30,70,72.5,0.0,758.2
2024,7,18,14.45.00,1.3,65.0,34,30,69,73,0.0,757.9
2024,7,18,15.00.00,2,51.5,34,30,69,74,0.0,757.9
2024,7,18,15.15.00,1.1,56.5,34,30,69,76,0.0,757.8
2024,7,18,15.30.00,1.3,47.5,34,30,69,75.5,0.0,757.8
2024,7,18,15.45.00,0.85,66.0,34,30,69,75.5,0.0,757.7
2024,7,18,16.00.00,1.35,69.5,34,30,70,73,0.0,757.7
2024,7,18,16.15.00,1.3,46.0,34,30,69,75,0.0,757.7
2024,7,18,16.30.00,0.85,63.5,34,30,69,76,0.0,757.5
2024,7,18,16.45.00,0.6,46.0,34,30,69,75,0.0,757.7
2024,7,18,17.00.00,1.55,43.0,33,29,69,76,0.0,757.6
2024,7,18,17.15.00,1.35,59.0,32,29,70,76,0.0,758.0
2024,7,18,17.30.00,1.55,67.0,31,29,70,77,0.0,758.0
2024,7,18,17.45.00,1.1,64.5,31,29,70,75,0.0,758.2
2024,7,18,18.00.00,1.1,67.5,31,29,70,76,0.0,758.3
2024,7,18,18.15.00,1.1,57.0,30,29,70,76,0.0,758.3
2024,7,18,18.30.00,1.1,65.5,30,29,70,74,0.0,758.6
2024,7,18,18.45.00,1.35,55.5,30,29,71,75,0.0,758.7
2024,7,18,19.00.00,1.55,51.5,30,29,71,76,0.0,758.8
2024,7,18,19.15.00,1.1,52.5,30,29,71,75,0.0,758.9
2024,7,18,19.30.00,0.9,61.0,30,29,71,73,0.0,759.0
2024,7,18,19.45.00,1.35,50.0,30,29,71,75,0.0,759.2
2024,7,18,20.00.00,1.35,54.0,30,29,71,74,0.0,759.4
2024,7,18,20.15.00,1.55,63.5,30,29,71,73,0.0,759.4
2024,7,18,20.30.00,1.1,62.0,29,29,71,75,0.0,759.5
2024,7,18,20.45.00,0.9,60.0,29,29,71,75,0.0,759.5
2024,7,18,21.00.00,1.3,57.0,29,29,71,75,0.0,759.6
2024,7,18,21.15.00,0.9,55.5,29,29,71,75,0.0,759.7
2024,7,18,21.30.00,1.55,55.5,29,29,71,74,0.0,759.5
2024,7,18,21.45.00,0.65,60.5,29,29,71,75,0.0,759.5
2024,7,18,22.00.00,0.9,62.0,29,29,71,75.5,0.0,759.5
2024,7,18,22.15.00,1.55,49.5,29,29,71,74,0.0,759.5
2024,7,18,22.30.00,1.75,64.5,29,29,71,75,0.0,759.5
2024,7,18,22.45.00,1.1,50.0,29,29,71,76,0.0,759.6
2024,7,18,23.00.00,0.9,65.0,29,29,71,76,0.0,759.5
2024,7,18,23.15.00,0.65,74.0,29,29,71,77,0.0,759.5
2024,7,18,23.30.00,1.1,64.0,29,29,71,76,0.0,759.5
2024,7,18,23.45.00,0.85,70.0,29,29,71,77,0.0,759.5
2024,7,19,00.00.00,1.1,66.5,29,29,71,77,0.0,759.4
2024,7,19,00.15.00,1.1,41.0,29,29,71,77,0.0,759.3
2024,7,19,00.30.00,0.2,48.0,29,29,71,77,0.0,759.1
2024,7,19,00.45.00,0.9,57.0,29,29,72,76,0.0,758.9
2024,7,19,01.00.00,0.9,53.0,29,29,72,76,0.0,758.9
2024,7,19,01.15.00,0.9,136.5,29,29,72,76,0.0,758.8
2024,7,19,01.30.00,0.65,106.0,29,29,72,76.5,0.0,758.7
2024,7,19,01.45.00,0.9,110.0,29,29,72,76,0.0,758.5
2024,7,19,02.00.00,0.65,147.5,29,29,72,76.5,0.0,758.4
2024,7,19,02.15.00,2.65,129.0,29,29,72,80,0.0,758.3
2024,7,19,02.30.00,1.55,96.5,29,29,72,81,0.0,758.3
2024,7,19,02.45.00,2.9,111.5,29,29,72,80,0.0,758.2
2024,7,19,03.00.00,2.65,61.5,29,28.5,73,80,0.0,758.2
2024,7,19,03.15.00,0.9,105.5,29,28,72,81,0.0,758.2
2024,7,19,03.30.00,1.55,147.5,29,28,72,81,0.0,758.3
2024,7,19,03.45.00,1.8,112.5,29,28,72,82,0.0,758.3
2024,7,19,04.00.00,1.1,59.5,28,28,73,81,0.0,758.3
2024,7,19,04.15.00,0.4,76.5,28,28,73,81,0.0,758.2
2024,7,19,04.30.00,1.1,57.5,28,28,73,78,0.0,758.3
2024,7,19,04.45.00,0.4,137.0,28,28,73,78,0.0,758.3
2024,7,19,05.00.00,0.65,87.0,28,28,73,78,0.0,758.4
2024,7,19,05.15.00,0.65,125.5,28,28,73,78,0.0,758.3
2024,7,19,05.30.00,4,106.0,27,28,73,78,0.0,758.3
2024,7,19,05.45.00,0.9,109.5,27,28,74,78,0.0,758.3
2024,7,19,06.00.00,1.8,11.0,27,28,73,79,0.0,758.5
2024,7,19,06.15.00,0.9,117.0,28,28,74,80,0.0,758.0
2024,7,19,06.30.00,0.4,41.0,29,28,73,79,0.0,758.6
2024,7,19,06.45.00,0.4,140.0,29,28,73,79,0.0,758.9
2024,7,19,07.00.00,1.3,122.0,29,28,73,78,0.0,759.0
2024,7,19,07.15.00,1.8,128.0,29,28,73,78,0.0,759.1
2024,7,19,07.30.00,0.4,120.0,29,28,73,78,0.0,759.2
2024,7,19,07.45.00,0.4,66.0,29,28,73,76,0.0,759.2
2024,7,19,08.00.00,0.9,100.0,29,29,73,76,0.0,759.2
2024,7,19,08.15.00,0.9,185.0,29,29,73,74,0.0,759.5
2024,7,19,08.30.00,0.4,62.0,30,29,73,73,0.0,759.5
2024,7,19,08.45.00,0.4,211.0,30,29,73,73,0.0,759.4
2024,7,19,09.00.00,0.4,115.0,31,29,72,74,0.0,759.3
2024,7,19,09.15.00,1.8,53.0,31,29,72,74,0.0,759.3
2024,7,19,09.30.00,0.9,37.0,31,29,72,74,0.0,759.3
2024,7,19,09.45.00,1.8,129.0,31,29,72,76,0.0,759.2
2024,7,19,10.00.00,0.4,62.0,31,29,72,76,0.0,759.1
2024,7,19,10.15.00,0.9,121.0,31,29,71,74,0.0,759.2
2024,7,19,10.30.00,3.1,115.0,31,29,72,74,0.0,759.0
2024,7,19,10.45.00,3.6,117.0,31,29,72,73,0.0,758.9
2024,7,19,11.00.00,0.9,149.0,31,29,71,73,0.0,758.9
2024,7,19,11.15.00,3.5,120.0,31,30,71,72,0.0,758.7
2024,7,19,11.30.00,0.9,56.0,31,30,71,70,0.0,758.6
2024,7,19,11.45.00,2.2,151.0,32,30,71,69,0.0,758.6
2024,7,19,12.00.00,1.1,47.0,32,31,71,67,0.0,758.5
2024,7,19,12.15.00,0.65,56.0,31,31,71,65,0.0,758.3
2024,7,19,12.30.00,0.9,87.5,31,30,71,66,0.0,758.0
2024,7,19,12.45.00,0.9,130.5,31,31,71,67,0.0,758.0
2024,7,19,13.00.00,0.65,45.0,31,31,71,67.5,0.0,757.8
2024,7,19,13.15.00,0.4,142.5,31,31,71,67,0.0,757.7
2024,7,19,13.30.00,1.3,49.5,32,31,71,67,0.0,757.6
2024,7,19,13.45.00,0.65,60.0,32,31,70,68,0.0,757.4
2024,7,19,14.00.00,1.1,57.5,32,31,70,67,0.0,757.0
2024,7,19,14.15.00,1.3,54.0,32,31,70,67,0.0,756.7
2024,7,19,14.30.00,0.9,54.0,32,31,70,68,0.0,756.6
2024,7,19,14.45.00,1.35,57.5,32,31,70,68,0.0,756.4
2024,7,19,15.00.00,1.3,62.5,31.5,31.5,70,69,0.0,756.4
2024,7,19,15.15.00,1.75,55.0,33,30,69,71.5,0.0,756.5
2024,7,19,15.30.00,1.1,53.0,33,30,69,72,0.0,756.5
2024,7,19,15.45.00,1.1,33.5,32.5,34.5,69,73,0.0,756.5
2024,7,19,16.00.00,1.55,58.5,32,30,69,74,0.0,756.6
2024,7,19,16.15.00,1.6,64.0,32,30,69,75,0.0,756.55
2024,7,19,16.30.00,1.35,49.0,32,30,69,76,0.0,756.7
2024,7,19,16.45.00,2,44.5,33,29,69,76,0.0,756.8
2024,7,19,17.00.00,2.25,32.5,32,29,69,77,0.0,757.1
2024,7,19,17.15.00,2.25,19.5,31,29,70,78,0.0,757.4
2024,7,19,17.30.00,2,37.0,31,29,70,77.5,0.0,757.4
2024,7,19,17.45.00,2.25,19.5,31,29,70,78,0.0,757.4
2024,7,19,18.00.00,1.8,36.5,30,29,70,77,0.0,757.6
2024,7,19,18.15.00,1.05,45.0,30,29,71,77,0.0,757.8
2024,7,19,18.30.00,1.55,33.0,30,29,71,77,0.0,757.9
2024,7,19,18.45.00,1.55,47.0,30,29,71,77,0.0,758.1
2024,7,19,19.00.00,1.8,24.0,30,29,71,76,0.0,758.1
2024,7,19,19.15.00,1.75,63.5,30,29,71,76,0.0,758.1
2024,7,19,19.30.00,1.55,47.0,30,29,71,77,0.0,758.3
2024,7,19,19.45.00,1.1,66.0,30,29,71,78,0.0,758.3
2024,7,19,20.00.00,1.3,65.5,30,29,71,78,0.0,758.4
2024,7,19,20.15.00,1.3,52.5,29,29,71,78,0.0,758.5
2024,7,19,20.30.00,1.1,50.5,29,29,71,79,0.0,758.6
2024,7,19,20.45.00,1.1,51.5,29,29,71,78,0.0,756.8
2024,7,19,21.00.00,1.1,47.0,29,29,71,79,0.0,758.9
2024,7,19,21.15.00,1.55,42.5,29,29,72,79,0.0,759.1
2024,7,19,21.30.00,1.1,64.5,29,29,72,78,0.0,759.1
2024,7,19,21.45.00,1.1,62.5,29,29,72,79,0.0,759.1
2024,7,19,22.00.00,0.65,49.0,29,29,72,79,0.0,759.0
2024,7,19,22.15.00,1.3,43.5,29,29,72,80,0.0,759.0
2024,7,19,22.30.00,0.9,59.5,29,29,72,80,0.0,758.9
2024,7,19,22.45.00,1.1,58.5,29,29,72,78,0.0,758.9
2024,7,19,23.00.00,1.3,61.5,29,29,72,80,0.0,758.8
2024,7,19,23.15.00,0.9,62.5,29,28,72,79,0.0,758.8
2024,7,19,23.30.00,0.9,47.0,28,29,72,80,0.0,758.7
2024,7,19,23.45.00,0.65,41.0,28,29,73,79,0.0,758.6
2024,7,20,00.00.00,0.9,72.5,28,29,73,78,0.0,758.6
2024,7,20,00.15.00,0.2,340.0,28,29,73,77,0.0,758.3
2024,7,20,00.30.00,0.9,167.0,28,29,73,76,0.0,758.6
2024,7,20,00.45.00,0.65,84.5,28,29,73,75,0.0,758.45
2024,7,20,01.00.00,0.9,75.5,28,28.5,73,74,0.0,758.2
2024,7,20,01.15.00,1.1,87.0,28,29,73,75,0.0,758.2
2024,7,20,01.30.00,1.8,80.0,28,29,73,76,0.0,758.1
2024,7,20,01.45.00,3.1500000000000004,118.5,29,29,73,78,0.0,758.2
2024,7,20,02.00.00,4.25,140.0,29,28,73,82,0.0,758.1500000000001
2024,7,20,02.15.00,3.6,112.5,29,28,73,83,0.0,758.0
2024,7,20,02.30.00,3.1,121.5,29,28,73,77,0.0,758.0
2024,7,20,02.45.00,2.6500000000000004,102.0,28,28,73,79,0.0,757.9
2024,7,20,03.00.00,4,124.0,28,28,74,81,0.0,758.0
2024,7,20,03.15.00,2.9000000000000004,134.0,28,28,74,82,0.0,758.0
2024,7,20,03.30.00,1.75,139.0,28,28,74,82,0.0,758.1
2024,7,20,03.45.00,3.35,115.0,28,28,74,81,0.0,758.4000000000001
2024,7,20,04.00.00,1.1,43.35,27.5,27.5,74,79.5,0.0,758.1
2024,7,20,04.15.00,2.45,98.5,27,28,74,77,0.0,758.1
2024,7,20,04.30.00,0.8500000000000001,109.0,27,28,74,77,0.0,758.2
2024,7,20,04.45.00,0.45,63.0,27,28,74.5,77,0.0,758.2
2024,7,20,05.00.00,0.65,35.5,27,28,74,76,0.0,758.2
2024,7,20,05.15.00,0.8500000000000001,63.0,27,28,74,75,0.0,758.3
2024,7,20,05.30.00,0.4,30.0,27,28,76.5,75.5,0.0,758.4
2024,7,20,05.45.00,1.1,76.0,27,28,74,73,0.0,758.5
2024,7,20,06.00.00,0.9,116.5,27,28,74,74,0.0,758.6
2024,7,20,06.15.00,2.45,117.5,27,28,74,73,0.0,758.6
2024,7,20,06.30.00,1.55,119.0,27,28,74,72,0.0,758.9
2024,7,20,06.45.00,3.55,89.5,28,28,74,70,0.0,759.0
2024,7,20,07.00.00,1.1,130.5,28,28,74,71,0.0,759.3
2024,7,20,07.15.00,2,127.5,28,28,73,70,0.0,759.5
2024,7,20,07.30.00,0.65,114.0,28,29,73,70,0.0,759.5
2024,7,20,07.45.00,1.55,110.0,28,29,73,69,0.0,759.8
2024,7,20,08.00.00,3.35,112.0,29,29,73,69,0.0,759.9
2024,7,20,08.15.00,3.8,114.5,29,29,73,69,0.0,760.0
2024,7,20,08.30.00,4,105.0,29,29,72,68,0.0,760.1
2024,7,20,08.45.00,2.7,122.0,29,29,72,69,0.0,760.1
2024,7,20,09.00.00,2.9,109.0,29,29,71,68,0.0,760.1
2024,7,20,09.15.00,1.55,125.5,29,29,71,66,0.0,760.0
2024,7,20,09.30.00,1.3,132.5,29,29,71,69,0.0,760.2
2024,7,20,09.45.00,1.55,170.0,30,29,71,68,0.0,760.1
2024,7,20,10.00.00,1.6,138.5,30,29,71,69,0.0,760.0
2024,7,20,10.15.00,1.55,145.0,30,29,71,69,0.0,760.0
2024,7,20,10.30.00,2.45,132.5,30,29,71,65.5,0.0,759.9
2024,7,20,10.45.00,2,134.5,30,29,71,66,0.0,759.8
2024,7,20,11.00.00,0.9,120.0,30,30,71,65,0.0,759.8
2024,7,20,11.15.00,2.45,143.5,30,29,71,66,0.0,759.6
2024,7,20,11.30.00,1.3,137.0,30,30,71,67,0.0,759.5
2024,7,20,11.45.00,2.45,120.0,30,30,70,65,0.0,759.4
2024,7,20,12.00.00,1.1,121.0,31,30,70,65,0.0,759.1
2024,7,20,12.15.00,1.75,134.5,31,30,70,66,0.0,759.0
2024,7,20,12.30.00,2,140.5,31,30,70,65,0.0,759.0
2024,7,20,12.45.00,0.9,143.0,31,31,70,65,0.0,758.7
2024,7,20,13.00.00,0.4,68.0,31,31,70,65,0.0,758.6
2024,7,20,13.15.00,1.3,114.0,32,30,70,65,0.0,758.6
2024,7,20,13.30.00,0.25,94.0,32,30,70,65,0.0,758.4
2024,7,20,13.45.00,0.4,63.0,32,31,69,64,0.0,758.1
2024,7,20,14.00.00,0.4,56.0,32,31,69,64,0.0,758.1
2024,7,20,14.15.00,0.4,64.0,32,31,69,64,0.0,759.0
2024,7,20,14.30.00,0.4,68.0,33,31,69,63,0.0,757.7
2024,7,20,14.45.00,0.85,50.0,33,31,68,63,0.0,757.55
2024,7,20,15.00.00,0.85,34.5,33,31,68,64,0.0,757.5
2024,7,20,15.15.00,1.55,35.0,33,30.5,68,64,0.0,757.4
2024,7,20,15.30.00,2.25,33.5,32,30,68,65,0.0,757.5
2024,7,20,15.45.00,1.1,60.0,32,30,68,64,0.0,757.6
2024,7,20,16.00.00,1.1,32.0,32,30,68,65,0.0,757.6
2024,7,20,16.15.00,1.55,32.5,32,30,68,64,0.0,757.9
2024,7,20,16.30.00,2,30.0,32,30,68,67,0.0,757.9
2024,7,20,16.45.00,1.55,31.5,32,30,68,68,0.0,758.0
2024,7,20,17.00.00,1.55,52.0,32,29,68,70,0.0,758.0
2024,7,20,17.15.00,1.3,34.0,31,29,68,71,0.0,758.1
2024,7,20,17.30.00,1.8,33.5,31,29,68,71,0.0,758.2
2024,7,20,17.45.00,2.2,38.0,31,29,69,72,0.0,758.3
2024,7,20,18.00.00,1.8,25.5,30,29,69,72,0.0,758.3
2024,7,20,18.15.00,2,40.0,30,29,69,72,0.0,758.5
2024,7,20,18.30.00,1.3,33.0,30,29,69,74,0.0,758.8
2024,7,20,18.45.00,0.9,34.0,30,29,69,73,0.0,758.85
2024,7,20,19.00.00,2,32.5,30,29,69,74,0.0,759.0
2024,7,20,19.15.00,1.3,35.0,30,29,69,74,0.0,759.0
2024,7,20,19.30.00,1.3,53.0,30,29,69,76,0.0,759.3
2024,7,20,19.45.00,1.35,47.5,29,29,70,75,0.0,759.6
2024,7,20,20.00.00,1.3,40.0,29,29,70,75,0.0,759.8
2024,7,20,20.15.00,1.1,58.0,29,29,70,74,0.0,759.8
2024,7,20,20.30.00,0.85,49.5,29,29,70,75,0.0,759.9
2024,7,20,20.45.00,0.4,49.0,29,29,70,76,0.0,759.9
2024,7,20,21.00.00,0.9,58.0,29,29,70,76,0.0,759.9
2024,7,20,21.15.00,1.1,64.0,29,29,70,76,0.0,760.0
2024,7,20,21.30.00,0.65,72.0,29,29,70,74,0.0,760.0
2024,7,20,21.45.00,0.4,35.0,29,29,71,78,0.0,760.1
2024,7,20,22.00.00,0.2,64.0,29,29,71,78,0.0,760.2
2024,7,20,22.15.00,0.4,65.0,29,29,71,77,0.0,760.2
2024,7,20,22.30.00,0.65,59.0,29,29,72,77,0.0,760.3
2024,7,20,22.45.00,0.4,47.0,29,29,72,77,0.0,760.3
2024,7,20,23.00.00,0.4,60.0,29,29,72,77,0.0,760.3
2024,7,20,23.15.00,0,75.0,29,29,72,77,0.0,760.3
2024,7,20,23.30.00,0.4,22.0,29,29,72,78,0.0,760.4
2024,7,20,23.45.00,1.1,61.0,29,29,72,78,0.0,760.3
2024,7,21,00.00.00,0.4,29.0,29,29,72,78,0.0,760.3
2024,7,21,00.15.00,0.65,54.0,29,29,72,78.5,0.0,760.1
2024,7,21,00.30.00,0.65,60.0,29,29,73,78,0.0,760.1
2024,7,21,00.45.00,0.45,60.0,29,29,73,78,0.0,760.0
2024,7,21,01.00.00,0.9,57.0,29,29,73,78,0.0,759.8
2024,7,21,01.15.00,0.2,67.0,29,29,73,79,0.0,759.7
2024,7,21,01.30.00,0.85,36.0,30,29,73,78,0.0,759.7
2024,7,21,01.45.00,0.65,65.0,30,29,73,78.5,0.0,759.6
2024,7,21,02.00.00,0.65,47.0,30,29,72,78.5,0.0,759.5
2024,7,21,02.15.00,1.35,94.5,31,29,72,78,0.0,759.3
2024,7,21,02.30.00,0.9,83.5,30,28,72,77,0.0,759.2
2024,7,21,02.45.00,0.4,66.0,30,28,72,74,0.0,759.2
2024,7,21,03.00.00,0.9,77.5,30,28,72,74,0.0,759.2
2024,7,21,03.15.00,0.65,70.0,30,28,72,72,0.0,759.1
2024,7,21,03.30.00,0.4,69.0,29,28.5,72,71,0.0,759.2
2024,7,21,03.45.00,0.4,70.0,29,28,72,71,0.0,759.1
2024,7,21,04.00.00,0.65,59.0,29,28,72,71,0.0,759.0
2024,7,21,04.15.00,0.2,98.0,28,28,72,71,0.0,759.0
2024,7,21,04.30.00,0.4,54.0,28,28,72,69,0.0,759.1
2024,7,21,04.45.00,0.4,58.0,28.5,28,72,70,0.0,759.1
2024,7,21,05.00.00,0,331.5,27.5,27.5,72,72,0.0,759.0
2024,7,21,05.15.00,0.2,337.0,27,28,72,73,0.0,759.0
2024,7,21,05.30.00,0.4,337.0,27,28,73,73,0.0,759.2
2024,7,21,05.45.00,0.4,9.0,28,27,73,74,0.0,759.2
2024,7,21,06.00.00,0.9,119.0,27,28,72,77,0.0,759.3
2024,7,21,06.15.00,0,112.0,27,28,72,77,0.0,759.4
2024,7,21,06.30.00,0,112.0,27,28,73,76,0.0,759.5
2024,7,21,06.45.00,0.2,112.0,27,28,73,76,0.0,759.7
2024,7,21,07.00.00,0,123.0,27,28,73,76,0.0,759.9
2024,7,21,07.15.00,0.45,138.0,28,28,73,74,0.0,760.0
2024,7,21,07.30.00,0.85,50.5,28,28,73,74,0.0,760.3
2024,7,21,07.45.00,2,130.5,28,28,72,75,0.0,760.7
2024,7,21,08.00.00,3.1,134.0,29,29,72,78,0.0,760.6
2024,7,21,08.15.00,1.3,133.0,29,28.5,73,79,0.0,760.6
2024,7,21,08.30.00,1.8,167.0,29,28,73,80,0.0,760.8
2024,7,21,08.45.00,2,187.0,29,28,73,80,0.0,760.8
2024,7,21,09.00.00,1.85,175.0,29,28,73,82,0.0,760.7
2024,7,21,09.15.00,1.8,120.0,30,28,73,80,0.0,760.8
2024,7,21,09.30.00,1.55,172.5,30,29,73,78,0.0,760.7
2024,7,21,09.45.00,2.7,141.5,30,29,73,78,0.0,760.6
2024,7,21,10.00.00,1.8,162.5,30,29,73,79,0.0,760.5
